"correlativ";"w";"nombarrio";"ccz";"municipio";"e26";"e27";"e30";"ht11";"ht13";"ht19";"pobre";"VivAdec";"desocupado";"Auto";"Internet"
"2019_1_2019036425";31;"Buceo";7;"E";1;75;1;150736;0;"2";0;1;0;1;1
"2019_1_2019036427";39;"Nuevo Paris";14;"A";2;38;1;68339;15000;"3";0;2;0;1;0
"2019_1_2019036430";27;"La Teja";14;"A";2;30;1;15876,5;0;"2";1;2;0;0;1
"2019_1_2019036431";47;"La Paloma, Tomkinson";18;"A";1;25;1;81613,4;7000;"5";0;2;0;1;0
"2019_1_2019036433";25;"Centro";2;"B";1;59;1;280784,666666667;20000;"1";0;1;0;0;1
"2019_1_2019036437";40;"Pe¦arol, Lavalleja";13;"G";1;33;1;54220;13000;"4";0;1;0;1;1
"2019_1_2019036438";35;"Buceo";7;"E";2;51;1;103606,666666667;25000;"2";0;1;0;0;1
"2019_1_2019036439";40;"Buceo";5;"CH";2;33;1;55873,3333333333;19000;"3";0;1;0;1;1
"2019_1_2019036441";43;"Conciliacion";13;"G";2;43;1;57790,6666666667;8000;"4";0;1;0;0;0
"2019_1_2019036445";16;"Paso de las Duranas";13;"G";2;43;1;72189;20000;"1";0;1;0;0;1
"2019_1_2019036449";22;"Ciudad Vieja";1;"B";2;83;1;44262;15000;"1";0;1;0;0;1
"2019_1_2019036450";29;"Maro¦as, Parque Guarani";9;"F";1;64;1;40576;15000;"2";0;1;0;1;1
"2019_1_2019036455";21;"Atahualpa";3;"C";1;83;1;71288;25000;"1";0;1;0;0;1
"2019_1_2019036459";40;"Las Canteras";9;"F";1;38;1;46288;0;"1";0;2;0;1;1
"2019_1_2019036461";32;"Villa Espa¦ola";11;"D";1;58;1;151864;20000;"3";0;1;0;1;1
"2019_1_2019036462";49;"Tres Cruces";2;"B";1;54;1;182027,333333333;25000;"6";0;1;0;1;1
"2019_1_2019036471";24;"La Comercial";2;"B";1;51;1;30000;0;"1";0;1;0;0;0
"2019_1_2019036473";16;"Belvedere";14;"A";2;36;1;25180;0;"1";0;1;0;0;0
"2019_1_2019036475";27;"Pocitos";5;"CH";1;76;1;125440;40000;"2";0;1;0;1;1
"2019_1_2019036477";29;"Las Canteras";6;"E";2;53;1;51975,3333333333;16000;"2";0;1;0;1;1
"2019_1_2019036482";32;"Punta Carretas";5;"CH";1;64;1;210875,333333333;36000;"3";0;1;0;1;1
"2019_1_2019036484";29;"Flor de Maro¦as";9;"F";1;54;1;47216;20000;"2";0;1;0;1;1
"2019_1_2019036486";46;"Manga, Toledo Chico";10;"D";2;67;1;62056;10000;"5";0;1;0;0;1
"2019_1_2019036497";36;"Manga, Toledo Chico";10;"D";2;29;1;44576;13000;"2";0;1;0;0;1
"2019_1_2019036498";41;"Jardines del Hipodromo";9;"F";2;34;1;36410,5;9000;"5";1;2;0;0;0
"2019_1_2019036500";20;"Pocitos";5;"CH";2;80;1;88288;45000;"1";0;1;0;1;1
"2019_1_2019036502";29;"Villa Garcia, Manga Rur.";9;"F";2;59;1;42262;0;"2";0;1;1;0;0
"2019_1_2019036504";40;"Casabo, Pajas Blancas";17;"A";1;36;1;54378;10000;"2";0;2;0;0;0
"2019_1_2019036506";28;"Villa Espa¦ola";11;"D";2;80;1;68386;0;"2";0;1;0;0;1
"2019_1_2019036511";39;"Larra¦aga";3;"C";1;37;1;127313;0;"3";0;1;0;0;1
"2019_1_2019036513";42;"Sayago";13;"G";1;58;1;105226,5;15000;"3";0;1;0;1;1
"2019_1_2019036514";27;"Pocitos";5;"CH";1;74;1;52186;26000;"2";0;1;0;0;1
"2019_1_2019036517";29;"Union";6;"E";2;58;1;118261,333333333;20000;"2";0;1;0;1;1
"2019_1_2019036519";40;"Conciliacion";13;"G";2;54;1;98181,5;14000;"4";0;1;1;0;1
"2019_1_2019036522";17;"Malvin Norte";6;"E";2;56;1;37197;0;"1";0;1;0;0;0
"2019_1_2019036523";32;"Cordon";2;"B";1;26;1;52071;0;"1";0;1;0;0;1
"2019_1_2019036524";43;"Las Acacias";11;"D";1;39;1;14180;0;"2";1;2;0;0;0
"2019_1_2019036526";31;"Carrasco Norte";8;"E";1;85;1;89386;15000;"2";0;1;0;0;0
"2019_1_2019036531";27;"Tres Ombues, Victoria";14;"A";2;58;1;39636;9500;"2";0;3;0;0;1
"2019_1_2019036538";31;"Pocitos";5;"CH";1;41;1;128123,333333333;0;"2";0;1;0;0;1
"2019_1_2019036540";21;"Centro";2;"B";1;75;1;46214;0;"1";0;1;0;0;1
"2019_1_2019036541";44;"Castro, P. Castellanos";11;"D";1;56;1;113378;15000;"3";0;1;0;0;1
"2019_1_2019036543";41;"Cordon";2;"B";1;44;1;47288;0;"1";0;1;0;1;1
"2019_1_2019036545";49;"Ciudad Vieja";1;"B";2;78;1;44470;14000;"3";0;1;0;0;1
"2019_1_2019036546";28;"Aires Puros";15;"C";1;81;1;66394;15000;"2";0;1;0;1;1
"2019_1_2019036551";50;"La Paloma, Tomkinson";17;"A";2;27;1;61355,3333333333;0;"5";0;3;0;0;1
"2019_1_2019036553";38;"Ituzaingo";9;"F";2;34;1;101874,5;0;"3";0;1;0;0;1
"2019_1_2019036557";43;"Pque. Batlle, V. Dolores";4;"CH";2;66;1;166790;0;"5";0;1;0;0;0
"2019_1_2019036561";40;"Reducto";3;"C";1;51;1;184417,333333333;18000;"4";0;1;0;1;1
"2019_1_2019036564";44;"Flor de Maro¦as";9;"F";2;30;1;45274,3333333333;0;"4";1;1;0;0;1
"2019_1_2019036565";43;"Nuevo Paris";14;"A";1;49;1;77271;5000;"1";0;2;0;1;0
"2019_1_2019036567";44;"Casavalle";11;"D";1;33;1;51781;7000;"5";1;2;0;0;0
"2019_1_2019036570";31;"Cerro";17;"A";1;66;1;43582;0;"3";0;2;1;0;1
"2019_1_2019036577";36;"La Blanqueada";4;"CH";1;37;1;205994;0;"2";0;1;0;1;1
"2019_1_2019036582";17;"Colon Sureste, Abayuba";12;"G";2;53;1;65193;16000;"1";0;1;0;1;1
"2019_1_2019036587";23;"Flor de Maro¦as";9;"F";2;71;1;37193;20000;"1";0;1;0;0;0
"2019_1_2019036589";14;"Punta Carretas";5;"CH";2;43;1;77528,6666666667;0;"1";0;1;0;1;1
"2019_1_2019036590";27;"Buceo";7;"E";1;85;1;141198;29000;"2";0;1;0;0;1
"2019_1_2019036593";33;"Pque. Batlle, V. Dolores";4;"CH";1;64;1;80288;30000;"3";0;1;0;0;1
"2019_1_2019036594";26;"Tres Ombues, Victoria";14;"A";1;57;1;14420;0;"1";0;3;0;0;1
"2019_1_2019036597";21;"Las Acacias";11;"D";1;66;1;16697;0;"1";0;3;0;0;0
"2019_1_2019036601";42;"Tres Ombues, Victoria";14;"A";2;55;1;43963;9000;"5";1;3;0;0;0
"2019_1_2019036608";34;"Aires Puros";11;"D";2;53;1;182364;25000;"3";0;1;0;1;1
"2019_1_2019036612";40;"Jardines del Hipodromo";9;"F";1;41;1;36180;0;"1";0;1;0;0;1
"2019_1_2019036615";38;"Pocitos";5;"CH";2;56;1;244319,333333333;30000;"2";0;1;0;1;1
"2019_1_2019036624";45;"Belvedere";14;"A";1;37;1;24600;6000;"2";1;2;0;0;0
"2019_1_2019036625";29;"La Comercial";3;"C";2;55;1;95092;15000;"2";0;1;0;1;1
"2019_1_2019036631";38;"Aguada";2;"B";2;53;1;103772;0;"4";0;1;0;0;1
"2019_1_2019036632";45;"Maro¦as, Parque Guarani";9;"F";2;78;1;64489;0;"2";0;1;0;1;1
"2019_1_2019036637";16;"Palermo";2;"B";2;33;1;84262;0;"1";0;1;0;1;1
"2019_1_2019036645";36;"Belvedere";14;"A";2;28;1;25928;7000;"2";0;1;0;0;0
"2019_1_2019036656";21;"Aguada";3;"C";1;73;1;82189;18000;"1";0;1;0;1;1
"2019_1_2019036667";31;"Casavalle";11;"D";1;62;1;39000;9000;"2";0;1;0;0;1
"2019_1_2019036669";27;"Punta Carretas";5;"CH";1;75;1;53042;0;"2";0;1;0;0;1
"2019_1_2019036670";12;"Punta Gorda";7;"E";2;58;1;126530,333333333;16000;"1";0;1;0;1;1
"2019_1_2019036671";18;"Paso de las Duranas";13;"G";2;64;1;35897;16000;"1";0;1;0;0;1
"2019_1_2019036673";39;"Tres Ombues, Victoria";14;"A";1;31;1;119777;15000;"3";0;1;0;0;1
"2019_1_2019036674";23;"Conciliacion";13;"G";2;85;1;49618;16000;"1";0;1;0;0;0
"2019_1_2019036675";27;"Malvin Norte";6;"E";2;36;1;70576;12000;"2";0;1;0;0;0
"2019_1_2019036678";23;"Brazo Oriental";3;"C";2;71;1;92180;25000;"1";0;1;0;0;1
"2019_1_2019036680";31;"La Teja";14;"A";1;73;1;61528;10000;"2";0;1;0;1;1
"2019_1_2019036686";40;"Tres Cruces";2;"B";2;48;1;72996;0;"4";0;1;0;1;1
"2019_1_2019036689";40;"Manga, Toledo Chico";10;"D";2;63;1;76853,5;15000;"4";0;1;0;0;1
"2019_1_2019036691";38;"Buceo";5;"CH";1;58;1;452424,333333333;60000;"5";0;1;0;1;1
"2019_1_2019036693";32;"Mercado Modelo, Bolivar";11;"D";1;25;1;32180;0;"1";0;1;0;0;0
"2019_1_2019036698";40;"Pque. Batlle, V. Dolores";5;"CH";2;37;1;92813;18000;"3";0;1;0;1;1
"2019_1_2019036716";38;"Casavalle";10;"D";2;70;1;66393;8000;"3";0;1;0;0;1
"2019_1_2019036717";25;"Tres Cruces";2;"B";1;60;1;57193;20000;"1";0;1;0;1;1
"2019_1_2019036733";16;"Ciudad Vieja";1;"B";2;47;1;51000;16000;"1";0;1;0;0;1
"2019_1_2019036739";31;"Aires Puros";11;"D";2;61;1;68325,3333333333;25000;"2";0;1;0;0;1
"2019_1_2019036740";23;"Buceo";7;"E";2;78;1;93288;20000;"1";0;1;0;0;1
"2019_1_2019036741";49;"Casabo, Pajas Blancas";17;"A";1;32;1;27906;4000;"4";1;3;0;0;0
"2019_1_2019036742";41;"Aguada";3;"C";2;71;1;80786;18000;"3";0;1;0;0;1
"2019_1_2019036743";40;"Barrio Sur";1;"B";1;49;1;99163;0;"3";0;1;0;1;1
"2019_1_2019036747";39;"Las Canteras";8;"E";1;48;1;59288;20000;"1";0;1;0;1;1
"2019_1_2019036754";47;"Union";6;"E";2;26;1;115736;0;"2";0;1;0;0;1
"2019_1_2019036769";23;"Pe¦arol, Lavalleja";13;"G";2;70;1;22180;8000;"1";0;1;0;0;0
"2019_1_2019036776";16;"Pocitos";5;"CH";2;32;1;72271;0;"1";0;1;0;0;0
"2019_1_2019036777";17;"Belvedere";14;"A";2;47;1;13214;0;"1";1;2;0;0;1
"2019_1_2019036786";37;"La Teja";14;"A";2;67;1;101322;18000;"4";0;1;0;0;1
"2019_1_2019036788";28;"Manga";9;"F";2;87;1;34073;0;"2";0;2;0;1;0
"2019_1_2019036790";23;"Ciudad Vieja";1;"B";2;76;1;50201;15000;"1";0;1;0;0;0
"2019_1_2019036792";32;"Cordon";2;"B";1;22;1;57288;25000;"1";0;1;1;0;1
"2019_1_2019036793";24;"Tres Ombues, Victoria";14;"A";2;77;1;39262;14000;"1";0;1;0;0;1
"2019_1_2019036804";43;"Cerro";17;"A";2;60;1;84146;13000;"6";0;2;0;1;1
"2019_1_2019036807";30;"Brazo Oriental";3;"C";1;57;1;82526,6666666667;0;"2";0;1;0;1;1
"2019_1_2019036809";31;"Conciliacion";13;"G";2;77;1;52386;10000;"2";0;2;0;0;0
"2019_1_2019036811";43;"Manga, Toledo Chico";11;"D";1;56;1;113972;11000;"4";0;2;0;0;1
"2019_1_2019036824";37;"Prado, Nueva Savona";15;"C";2;42;1;56862,5;0;"3";0;1;0;1;1
"2019_1_2019036828";31;"Mercado Modelo, Bolivar";3;"C";1;71;1;153542;29000;"2";0;1;0;1;1
"2019_1_2019036836";30;"Maro¦as, Parque Guarani";9;"F";1;228;1;NA;12000;"---";0;1;0;0;1
"2019_1_2019036838";44;"Piedras Blancas";9;"F";2;37;1;82310;8000;"5";0;1;0;1;0
"2019_1_2019036843";17;"Villa Mu¦oz, Retiro";2;"B";2;63;1;52197;15000;"1";0;1;0;0;0
"2019_1_2019036844";34;"Prado, Nueva Savona";15;"C";1;53;1;245720;40000;"5";0;1;0;1;1
"2019_1_2019036853";36;"Reducto";3;"C";1;40;1;175856;16000;"4";0;1;0;1;1
"2019_1_2019036854";24;"Maro¦as, Parque Guarani";9;"F";1;62;1;47180;0;"1";0;1;0;0;0
"2019_1_2019036863";37;"Las Acacias";11;"D";2;52;1;70972;6000;"4";0;2;0;1;1
"2019_1_2019036869";30;"Union";6;"E";1;72;1;133542;25000;"2";0;1;0;1;1
"2019_1_2019036874";46;"Paso de la Arena";18;"A";2;33;1;44691;12000;"5";1;3;0;0;1
"2019_1_2019036879";37;"Pocitos";5;"CH";1;32;1;168922;0;"2";0;1;0;0;1
"2019_1_2019036880";41;"Centro";1;"B";1;39;1;81220;11000;"1";0;1;0;0;0
"2019_1_2019036886";41;"Reducto";3;"C";2;70;1;42514;15000;"3";0;1;0;0;0
"2019_1_2019036893";31;"Cordon";2;"B";2;60;1;85860;0;"2";0;1;0;0;1
"2019_1_2019036894";16;"Lezica, Melilla";12;"G";2;33;1;34193;8000;"1";0;2;0;0;1
"2019_1_2019036897";38;"Paso de las Duranas";13;"G";2;62;1;122810,666666667;18000;"3";0;1;0;0;1
"2019_1_2019036899";33;"Cordon";2;"B";2;43;1;90540;27000;"3";0;1;0;1;1
"2019_1_2019036903";37;"Malvin";7;"E";1;74;1;248026,666666667;25000;"3";0;1;0;1;1
"2019_1_2019036907";26;"Punta Carretas";5;"CH";2;63;1;274386;50000;"2";0;1;0;1;1
"2019_1_2019036908";23;"Barrio Sur";1;"B";2;74;1;64184;25000;"1";0;1;0;0;0
"2019_1_2019036913";41;"Villa Garcia, Manga Rur.";9;"F";1;70;1;80775;10000;"2";0;1;0;0;1
"2019_1_2019036915";31;"Union";6;"E";1;86;1;83394;18000;"2";0;1;0;0;0
"2019_1_2019036917";41;"Casavalle";11;"D";2;55;1;24375;10000;"4";1;1;0;0;0
"2019_1_2019036921";43;"Union";11;"D";2;28;1;40817;0;"4";1;2;0;0;1
"2019_1_2019036926";41;"Jardines del Hipodromo";9;"F";1;42;1;98310;14000;"5";0;1;0;1;1
"2019_1_2019036927";30;"Pe¦arol, Lavalleja";13;"G";2;35;1;64386;12000;"2";0;1;0;0;1
"2019_1_2019036928";29;"Colon Sureste, Abayuba";12;"G";1;60;1;83236;13000;"2";0;1;0;0;1
"2019_1_2019036934";31;"Maro¦as, Parque Guarani";9;"F";1;74;1;48864;19000;"3";0;2;0;0;1
"2019_1_2019036937";42;"Lezica, Melilla";12;"G";1;29;1;27530;0;"2";0;2;0;0;0
"2019_1_2019036942";40;"Pta. Rieles, Bella Italia";9;"F";2;37;1;66286;10000;"3";0;1;0;1;1
"2019_1_2019036950";32;"Piedras Blancas";10;"D";1;66;1;69917;25000;"2";0;1;0;0;1
"2019_1_2019036951";30;"Colon Centro y Noroeste";12;"G";1;75;1;74236;13000;"2";0;1;0;0;1
"2019_1_2019036952";38;"Colon Centro y Noroeste";12;"G";2;84;1;74699;12000;"4";0;2;0;0;1
"2019_1_2019036959";42;"Barrio Sur";2;"B";2;80;1;82378;14000;"2";0;1;0;0;1
"2019_1_2019036964";31;"Carrasco";8;"E";2;52;1;162660;28000;"4";0;1;0;0;1
"2019_1_2019036966";40;"Jacinto Vera";3;"C";2;33;1;62254,5;0;"3";0;1;0;0;1
"2019_1_2019036967";37;"Las Acacias";11;"D";1;64;1;77394;15000;"2";0;1;0;1;1
"2019_1_2019036969";14;"Pocitos";5;"CH";2;42;1;108701,333333333;0;"1";0;1;0;0;1
"2019_1_2019036970";29;"Villa Mu¦oz, Retiro";3;"C";2;49;1;47234,3333333333;0;"2";0;1;1;0;1
"2019_1_2019036971";35;"Punta Gorda";7;"E";2;50;1;122206,666666667;23000;"3";0;1;0;1;1
"2019_1_2019036973";28;"Cordon";2;"B";1;52;1;213294,666666667;20000;"2";0;1;0;1;1
"2019_1_2019036983";49;"Manga, Toledo Chico";10;"D";1;43;1;69832;12000;"3";0;1;0;1;0
"2019_1_2019036984";24;"Pta. Rieles, Bella Italia";9;"F";2;65;1;41626;10000;"1";0;2;0;0;0
"2019_1_2019036989";47;"Brazo Oriental";15;"C";2;46;1;29498;10000;"4";1;2;1;0;0
"2019_1_2019036992";21;"Colon Sureste, Abayuba";12;"G";1;66;1;28197;9000;"1";0;1;0;1;1
"2019_1_2019036993";39;"Parque Rodo";2;"B";2;34;1;80786;0;"3";0;1;0;1;1
"2019_1_2019036999";23;"Pta. Rieles, Bella Italia";9;"F";2;78;1;54220;9000;"1";0;1;0;0;1
"2019_1_2019037001";35;"Aires Puros";15;"C";2;33;1;71542;0;"2";0;1;0;1;1
"2019_1_2019037003";37;"Pque. Batlle, V. Dolores";5;"CH";2;65;1;84197;20000;"2";0;1;0;0;1
"2019_1_2019037007";38;"La Teja";14;"A";2;30;1;57364;0;"3";0;1;0;1;1
"2019_1_2019037008";32;"Reducto";16;"C";2;58;1;137378;15000;"2";0;1;0;1;1
"2019_1_2019037011";38;"Sayago";13;"G";1;30;1;130734;0;"3";0;1;0;1;1
"2019_1_2019037013";46;"Casabo, Pajas Blancas";17;"A";1;44;1;55193;12000;"3";0;1;0;1;0
"2019_1_2019037017";40;"Tres Cruces";2;"B";1;46;1;137264;15000;"3";0;1;0;1;1
"2019_1_2019037021";23;"Ituzaingo";9;"F";2;81;1;49014;0;"1";0;1;0;0;1
"2019_1_2019037024";35;"Malvin";7;"E";1;45;1;45513,3333333333;0;"1";0;1;0;0;1
"2019_1_2019037034";39;"Aguada";3;"C";1;34;1;47271;0;"1";0;1;0;0;1
"2019_1_2019037037";31;"Larra¦aga";4;"CH";1;82;1;77271;24000;"2";0;1;0;1;1
"2019_1_2019037039";23;"Aguada";1;"B";2;76;1;50220;15000;"1";0;1;0;0;1
"2019_1_2019037043";33;"Cerro";17;"A";2;76;1;64542;0;"2";0;1;0;0;0
"2019_1_2019037044";26;"Malvin Norte";6;"E";2;44;1;97378;14000;"2";0;1;0;1;1
"2019_1_2019037046";16;"Barrio Sur";1;"B";2;37;1;73118;15000;"1";0;1;0;0;1
"2019_1_2019037047";31;"Villa Mu¦oz, Retiro";2;"B";2;28;1;50300;18000;"2";0;1;1;0;1
"2019_1_2019037056";38;"Nuevo Paris";14;"A";1;50;1;112786;17000;"3";0;1;0;1;1
"2019_1_2019037057";22;"Las Acacias";11;"D";1;82;1;52188;10000;"1";0;1;0;0;0
"2019_1_2019037058";42;"Villa Mu¦oz, Retiro";3;"C";1;29;1;82076;0;"2";0;1;0;0;1
"2019_1_2019037062";35;"Jacinto Vera";3;"C";1;35;1;70894;0;"2";0;1;0;1;1
"2019_1_2019037072";18;"Punta Carretas";5;"CH";1;81;1;43000;0;"1";0;1;0;0;1
"2019_1_2019037074";47;"Piedras Blancas";9;"F";2;44;1;32000;9000;"4";1;1;0;1;1
"2019_1_2019037084";44;"Paso de las Duranas";13;"G";2;47;1;83864;13000;"3";0;1;0;1;1
"2019_1_2019037086";25;"Manga";10;"D";1;51;1;14500;10000;"1";0;1;0;0;0
"2019_1_2019037087";41;"La Blanqueada";4;"CH";1;33;1;35180;10000;"1";0;1;0;0;1
"2019_1_2019037088";31;"Centro";2;"B";2;85;1;80428;27000;"2";0;1;0;0;1
"2019_1_2019037089";22;"Manga";11;"D";1;68;1;28271;10000;"1";0;3;0;0;0
"2019_1_2019037108";28;"Pocitos";5;"CH";2;48;1;123864;22000;"3";0;1;0;1;1
"2019_1_2019037113";31;"Ciudad Vieja";1;"B";1;72;1;189425,333333333;18000;"2";0;1;0;1;1
"2019_1_2019037114";16;"Palermo";2;"B";2;39;1;42180;15000;"1";0;1;0;0;1
"2019_1_2019037118";27;"Pocitos";5;"CH";2;82;1;129928;18000;"2";0;1;0;0;0
"2019_1_2019037120";18;"Pocitos";5;"CH";2;56;1;134636,666666667;25000;"1";0;1;0;0;1
"2019_1_2019037127";23;"Brazo Oriental";3;"C";2;83;1;29000;10000;"1";0;3;0;0;0
"2019_1_2019037139";16;"Reducto";16;"C";2;43;1;88271;17000;"1";0;1;0;1;1
"2019_1_2019037143";22;"Union";6;"E";2;82;1;36271;15000;"1";0;1;0;0;1
"2019_1_2019037145";41;"Capurro, Bella Vista";16;"C";2;49;1;80978,5;10000;"5";0;2;0;0;0
"2019_1_2019037146";43;"Tres Ombues, Victoria";14;"A";2;32;1;106070;7000;"5";0;1;0;1;1
"2019_1_2019037147";40;"Casavalle";10;"D";1;64;1;81610;8000;"5";0;1;0;1;1
"2019_1_2019037150";39;"Pque. Batlle, V. Dolores";5;"CH";1;39;1;131187,666666667;16000;"1";0;1;0;1;1
"2019_1_2019037151";38;"Reducto";16;"C";1;40;1;80786;0;"3";0;1;0;0;1
"2019_1_2019037153";27;"Malvin";7;"E";1;77;1;155694;40000;"2";0;1;0;1;1
"2019_1_2019037163";35;"Tres Ombues, Victoria";14;"A";2;66;1;61636;12000;"2";0;2;0;0;1
"2019_1_2019037173";23;"Pocitos";5;"CH";2;79;1;69193;20000;"1";0;1;0;0;1
"2019_1_2019037175";33;"Pe¦arol, Lavalleja";13;"G";2;89;1;94860;15000;"2";0;1;0;1;0
"2019_1_2019037176";22;"Flor de Maro¦as";9;"F";2;84;1;24288;8000;"1";0;1;0;0;0
"2019_1_2019037178";48;"Jacinto Vera";3;"C";2;28;1;74047;0;"3";0;1;0;0;1
"2019_1_2019037179";37;"Tres Cruces";2;"B";2;79;1;143764;0;"2";0;1;0;1;1
"2019_1_2019037184";21;"Pque. Batlle, V. Dolores";5;"CH";1;61;1;37118;0;"1";0;1;0;0;0
"2019_1_2019037193";23;"Mercado Modelo, Bolivar";3;"C";2;72;1;29288;13000;"1";0;1;0;0;1
"2019_1_2019037196";20;"Pocitos";5;"CH";2;83;1;114197;40000;"1";0;1;0;0;1
"2019_1_2019037201";41;"Buceo";5;"CH";1;43;1;65118;18000;"1";0;1;0;0;0
"2019_1_2019037203";20;"Punta Carretas";5;"CH";2;69;1;95189;23000;"1";0;1;0;0;1
"2019_1_2019037211";37;"Cerrito";11;"D";1;58;1;203276,666666667;20000;"3";0;1;0;1;1
"2019_1_2019037216";21;"Punta Gorda";7;"E";1;83;1;164394;40000;"2";0;1;0;1;1
"2019_1_2019037218";37;"Union";6;"E";2;52;1;121542;18000;"3";0;1;0;1;0
"2019_1_2019037222";33;"Buceo";5;"CH";1;60;1;46394;10000;"2";0;1;0;0;1
"2019_1_2019037224";44;"Cerro";17;"A";2;26;1;70188;0;"3";0;1;0;1;0
"2019_1_2019037228";36;"Pque. Batlle, V. Dolores";4;"CH";2;85;1;104786;0;"3";0;1;0;1;1
"2019_1_2019037239";36;"Prado, Nueva Savona";16;"C";1;46;1;150894,666666667;0;"2";0;1;0;1;1
"2019_1_2019037240";30;"Sayago";13;"G";1;81;1;94542;20000;"2";0;1;0;0;1
"2019_1_2019037244";49;"Malvin";7;"E";1;33;1;114940;0;"2";0;1;0;1;1
"2019_1_2019037247";42;"Belvedere";13;"G";1;49;1;122542;15000;"2";0;1;0;1;1
"2019_1_2019037261";33;"Sayago";13;"G";1;57;1;52576;0;"2";0;1;0;0;0
"2019_1_2019037262";18;"Centro";1;"B";2;57;1;96553,3333333333;0;"1";0;1;0;0;1
"2019_1_2019037265";23;"Union";6;"E";2;75;1;32692;17000;"1";0;1;0;0;1
"2019_1_2019037271";52;"Centro";1;"B";1;65;1;113067;18000;"3";0;1;0;0;1
"2019_1_2019037278";32;"Casavalle";10;"D";1;94;1;43394;11000;"2";0;3;0;0;0
"2019_1_2019037279";23;"Centro";1;"B";2;75;1;50262;15000;"1";0;1;0;0;0
"2019_1_2019037294";34;"Pque. Batlle, V. Dolores";5;"CH";1;75;1;209878;18000;"4";0;1;0;1;1
"2019_1_2019037298";17;"Union";11;"D";2;51;1;157053,333333333;19000;"1";0;1;0;1;1
"2019_1_2019037299";16;"Brazo Oriental";3;"C";2;40;1;106891;12000;"1";0;1;0;1;1
"2019_1_2019037306";38;"Flor de Maro¦as";9;"F";2;40;1;50572,5;0;"4";0;1;0;0;1
"2019_1_2019037309";28;"Cerro";17;"A";2;79;1;43271;15000;"2";0;2;0;0;0
"2019_1_2019037312";45;"Maro¦as, Parque Guarani";9;"F";2;26;1;95093;4000;"4";0;3;0;1;0
"2019_1_2019037314";26;"Casabo, Pajas Blancas";17;"A";1;50;1;36288;6000;"1";0;1;0;0;0
"2019_1_2019037317";40;"La Teja";14;"A";1;40;1;198856;25000;"4";0;1;0;1;1
"2019_1_2019037326";31;"Centro";1;"B";2;72;1;92576;0;"2";0;1;0;0;1
"2019_1_2019037328";14;"Malvin";7;"E";2;34;1;108262;0;"1";0;1;1;1;1
"2019_1_2019037329";57;"Capurro, Bella Vista";16;"C";1;47;1;32189;8000;"2";0;3;0;0;0
"2019_1_2019037334";27;"Parque Rodo";2;"B";2;33;1;64428;0;"2";0;1;0;1;1
"2019_1_2019037335";32;"Manga, Toledo Chico";10;"D";1;85;1;47940;10000;"2";0;2;0;1;1
"2019_1_2019037336";36;"Manga";9;"F";2;45;1;29697;0;"2";0;2;0;0;1
"2019_1_2019037337";33;"Cerrito";11;"D";2;66;1;51268;18000;"2";0;1;0;0;1
"2019_1_2019037338";20;"Pocitos";5;"CH";2;73;1;98526,3333333333;20000;"1";0;1;0;1;1
"2019_1_2019037340";35;"Malvin";7;"E";2;56;1;199850,666666667;30000;"2";0;1;0;1;1
"2019_1_2019037343";18;"Mercado Modelo, Bolivar";3;"C";2;63;1;58589;15000;"1";0;1;0;0;1
"2019_1_2019037359";31;"Parque Rodo";2;"B";1;35;1;88565;0;"2";0;1;0;1;1
"2019_1_2019037361";31;"Manga";9;"F";1;84;1;60236;16000;"2";0;1;0;0;0
"2019_1_2019037365";42;"Pe¦arol, Lavalleja";13;"G";2;74;1;90742;16000;"3";0;1;0;0;1
"2019_1_2019037366";38;"Conciliacion";13;"G";2;30;1;95642;12000;"3";0;1;0;1;1
"2019_1_2019037369";24;"La Paloma, Tomkinson";18;"A";2;71;1;30789;14000;"1";0;1;1;1;1
"2019_1_2019037372";34;"Cerrito";11;"D";2;50;1;59804;0;"2";0;1;0;0;1
"2019_1_2019037373";41;"Belvedere";14;"A";2;48;1;48008;12000;"3";0;1;0;0;1
"2019_1_2019037374";18;"Malvin";7;"E";2;51;1;50197;0;"1";0;1;0;1;1
"2019_1_2019037375";27;"Union";6;"E";1;66;1;92576;15000;"2";0;1;0;1;1
"2019_1_2019037379";39;"Cordon";2;"B";2;66;1;42845,6666666667;0;"4";1;1;0;0;1
"2019_1_2019037385";35;"Pocitos";5;"CH";1;45;1;106262;29000;"1";0;1;0;1;1
"2019_1_2019037389";32;"La Comercial";2;"B";1;22;1;37193;0;"1";0;1;1;0;0
"2019_1_2019037395";31;"Pocitos";5;"CH";1;72;1;139455;30000;"2";0;1;0;1;1
"2019_1_2019037399";20;"Ciudad Vieja";1;"B";1;66;1;100118;25000;"1";0;1;0;1;1
"2019_1_2019037400";35;"Buceo";5;"CH";2;50;1;126341;20000;"3";0;1;0;0;1
"2019_1_2019037401";35;"Aires Puros";15;"C";2;59;1;88755,1666666667;20000;"3";0;1;0;1;1
"2019_1_2019037402";33;"Centro";1;"B";2;74;1;99250;18000;"3";0;1;0;0;1
"2019_1_2019037403";27;"Union";6;"E";2;71;1;84394;20000;"2";0;1;0;1;1
"2019_1_2019037405";23;"Aguada";2;"B";2;78;1;14000;14000;"1";1;1;0;0;0
"2019_1_2019037406";29;"Paso de las Duranas";13;"G";1;56;1;85294;15000;"2";0;1;0;1;1
